transaction_id,date,product_name,quantity,amount,discount,cashier
102,2/9/2025,Chicken Thigh - Bone Out,191,$339.81,$3.22,arnold
103,2/5/2025,"Tomatoes - Vine Ripe, Yellow",173,$180.14,$6.94,arnold
104,2/12/2025,Sausage - Chorizo,145,$134.07,$3.66,bet
105,2/22/2025,Cotton Wet Mop 16 Oz,128,$191.35,$46.85,arnold
106,2/18/2025,Soup - Campbells Chili Veg,3,$538.67,$22.89,arnold
107,2/16/2025,Longos - Penne With Pesto,153,$190.78,$7.99,Sona
108,2/4/2025,Coriander - Ground,126,$369.67,$28.02,Sona
109,2/21/2025,Dates,52,$266.41,$28.18,arnold
110,2/16/2025,Cookie Dough - Chocolate Chip,134,$511.03,$42.45,bet
111,2/26/2025,"Beef - Cooked, Corned",74,$90.58,$11.86,arnold
112,2/25/2025,Kolrabi,58,$242.56,$12.79,arnold
113,2/23/2025,Asparagus - Mexican,108,$239.76,$44.17,bet
114,2/8/2025,Pastry - Banana Tea Loaf,60,$403.36,$1.37,arnold
115,2/25/2025,Bread Base - Gold Formel,21,$512.00,$1.61,Sona
116,2/6/2025,"Juice - Pineapple, 341 Ml",131,$270.12,$36.43,Sona
117,2/23/2025,Hand Towel,30,$488.38,$17.52,Sona
118,2/18/2025,Chips Potato Swt Chilli Sour,5,$219.94,$38.02,arnold
119,2/22/2025,Cassis,85,$410.80,$7.22,Sona
120,2/26/2025,Pickerel - Fillets,105,$570.89,$47.68,bet
121,2/15/2025,Radish,157,$395.09,$1.80,bet
122,2/7/2025,Soho Lychee Liqueur,77,$207.56,$42.63,Sona
123,2/26/2025,"Stock - Chicken, White",81,$555.17,$19.63,bet
124,2/21/2025,Wine - Prosecco Valdobienne,58,$240.66,$43.05,bet
125,2/22/2025,Soup - Base Broth Chix,119,$373.57,$38.44,bet
126,2/10/2025,Baking Powder,81,$583.61,$19.71,Sona
127,2/20/2025,Pepper - Green,130,$334.55,$26.09,arnold
128,2/23/2025,Cake - Box Window 10x10x2.5,147,$366.28,$25.12,Sona
129,2/15/2025,"Cheese - Mozzarella, Shredded",87,$143.35,$3.20,Sona
130,2/23/2025,"Soda Water - Club Soda, 355 Ml",115,$546.75,$27.98,Sona
131,2/7/2025,Gingerale - Diet - Schweppes,175,$589.31,$48.46,Sona
132,2/20/2025,Bandage - Flexible Neon,52,$161.64,$2.81,bet
133,2/6/2025,"Wine - Red, Mosaic Zweigelt",155,$245.97,$10.53,Sona
134,2/7/2025,Pepper - Gypsy Pepper,5,$368.29,$35.50,arnold
135,2/21/2025,"Sauce - Soya, Dark",102,$125.74,$38.03,bet
136,2/7/2025,Molasses - Fancy,32,$219.04,$38.69,Sona
137,2/15/2025,Cheese - Montery Jack,77,$390.21,$12.08,Sona
138,2/10/2025,Truffle - Whole Black Peeled,158,$322.04,$47.91,bet
139,2/18/2025,"Lemonade - Mandarin, 591 Ml",152,$486.31,$48.92,bet
140,2/6/2025,Easy Off Oven Cleaner,80,$357.35,$20.45,bet
141,2/18/2025,Muffin Carrot - Individual,199,$502.96,$17.38,Sona
142,2/10/2025,Shrimp - Black Tiger 13/15,199,$380.71,$12.22,arnold
143,2/11/2025,Lemons,124,$240.70,$6.57,arnold
144,2/23/2025,Guava,6,$475.63,$23.76,Sona
145,2/7/2025,Bar - Sweet And Salty Chocolate,27,$325.19,$16.88,arnold
146,2/21/2025,"Squash - Pattypan, Yellow",64,$360.60,$13.04,Sona
147,2/10/2025,Soup - Cream Of Broccoli,199,$127.97,$14.13,Sona
148,2/16/2025,"Apple - Delicious, Red",109,$311.34,$8.17,Sona
149,2/10/2025,Hold Up Tool Storage Rack,173,$257.00,$30.87,arnold
150,2/15/2025,Onions - Red,138,$276.51,$17.91,bet
151,2/7/2025,Cheese - Swiss Sliced,161,$67.47,$6.06,bet
152,2/10/2025,"Wine - Niagara,vqa Reisling",146,$242.99,$9.40,arnold
153,2/15/2025,Jolt Cola - Red Eye,45,$348.23,$19.40,Sona
154,2/13/2025,Fond - Chocolate,12,$346.35,$40.70,bet
155,2/7/2025,Corn Meal,72,$482.80,$16.20,arnold
156,2/8/2025,Chocolate Bar - Reese Pieces,60,$328.31,$3.85,bet
157,2/12/2025,Oil - Sesame,36,$433.96,$16.21,bet
158,2/9/2025,Cotton Wet Mop 16 Oz,133,$206.92,$16.72,Sona
159,2/15/2025,Tuna - Fresh,59,$593.66,$17.03,Sona
160,2/11/2025,Chivas Regal - 12 Year Old,127,$159.83,$10.69,Sona
161,2/25/2025,Toothpick Frilled,122,$123.15,$6.74,Sona
162,2/10/2025,Coffee Caramel Biscotti,185,$431.17,$5.08,arnold
163,2/17/2025,Lettuce - Curly Endive,25,$450.45,$17.31,bet
164,2/9/2025,"Pasta - Rotini, Colour, Dry",60,$278.13,$45.01,arnold
165,2/15/2025,Lighter - Bbq,142,$406.75,$10.81,Sona
166,2/20/2025,Wine - Zonnebloem Pinotage,32,$314.37,$42.37,bet
167,2/11/2025,Coffee Cup 12oz 5342cd,64,$408.56,$6.74,Sona
168,2/16/2025,"Oil - Shortening,liqud, Fry",10,$238.05,$22.74,bet
169,2/18/2025,Scallop - St. Jaques,77,$371.27,$36.89,arnold
170,2/21/2025,Wine - Segura Viudas Aria Brut,194,$80.64,$8.78,Sona
171,2/14/2025,Ice Cream - Vanilla,46,$441.33,$6.02,arnold
172,2/23/2025,Baking Powder,87,$417.83,$42.66,bet
173,2/24/2025,Bread - Dark Rye,160,$240.96,$42.90,bet
174,2/10/2025,Bagelers,91,$127.80,$40.52,bet
175,2/12/2025,Salmon Steak - Cohoe 8 Oz,50,$57.30,$11.92,arnold
176,2/6/2025,Chickensplit Half,160,$389.63,$26.23,arnold
177,2/8/2025,Onions - White,13,$294.63,$30.93,Sona
178,2/17/2025,Cheese - Le Cheve Noir,116,$241.30,$32.65,arnold
179,2/5/2025,Cheese - Brie Roitelet,10,$544.06,$8.36,arnold
180,2/25/2025,Marjoram - Fresh,142,$549.43,$22.41,arnold
181,2/9/2025,"Napkin - Beverge, White 2 - Ply",146,$421.39,$23.94,Sona
182,2/5/2025,"Beef - Ox Tongue, Pickled",10,$136.35,$0.51,Sona
183,2/5/2025,Crush - Cream Soda,156,$171.05,$29.05,bet
184,2/17/2025,Sausage - Meat,184,$70.25,$37.54,bet
185,2/22/2025,Fib N9 - Prague Powder,83,$224.66,$15.57,bet
186,2/5/2025,Beans - Fava Fresh,32,$415.16,$30.24,bet
187,2/12/2025,"Spoon - Soup, Plastic",165,$210.40,$25.62,bet
188,2/18/2025,Bagel - Whole White Sesame,32,$461.66,$3.18,Sona
189,2/19/2025,Peach - Fresh,145,$471.16,$12.81,arnold
190,2/9/2025,Flower - Commercial Bronze,165,$365.50,$29.13,bet
191,2/9/2025,Wine - Beringer Founders Estate,181,$120.36,$23.43,bet
192,2/18/2025,Figs,193,$462.35,$4.45,bet
193,2/21/2025,"Lamb - Whole, Fresh",179,$590.09,$21.57,bet
194,2/14/2025,Basil - Fresh,90,$575.98,$42.53,Sona
195,2/8/2025,Vol Au Vents,79,$441.50,$8.31,bet
196,2/11/2025,Chervil - Fresh,173,$181.65,$9.50,arnold
197,2/18/2025,Wine - Jackson Triggs Okonagan,177,$431.17,$43.20,arnold
198,2/14/2025,Lemons,88,$306.66,$41.78,bet
199,2/4/2025,Pastry - Chocolate Chip Muffin,57,$98.26,$8.58,Sona
200,2/11/2025,Bread - Rosemary Focaccia,149,$189.94,$26.73,Sona
201,2/17/2025,Hog / Sausage Casing - Pork,39,$54.10,$26.41,arnold
202,2/5/2025,Wine - Vineland Estate Semi - Dry,160,$404.53,$45.41,Sona
203,2/19/2025,Coffee - Cafe Moreno,186,$546.78,$13.04,bet
204,2/15/2025,Yeast Dry - Fermipan,161,$288.78,$25.97,Sona
205,2/26/2025,"Croissant, Raw - Mini",97,$459.81,$22.86,bet
206,2/10/2025,Beer - Camerons Auburn,106,$491.69,$19.13,bet
207,2/7/2025,Lamb Rack - Ontario,136,$135.17,$14.80,arnold
208,2/8/2025,Coffee - Espresso,177,$461.62,$40.40,arnold
209,2/22/2025,"Cherries - Bing, Canned",31,$370.01,$20.59,Sona
210,2/18/2025,Basil - Thai,100,$383.85,$14.61,bet
211,2/22/2025,Banana - Leaves,34,$276.84,$36.02,arnold
212,2/17/2025,Pan Grease,3,$57.05,$21.50,arnold
213,2/4/2025,Calaloo,58,$266.01,$48.70,arnold
214,2/17/2025,Pickles - Gherkins,170,$560.56,$10.44,arnold
215,2/12/2025,Blouse / Shirt / Sweater,181,$130.41,$13.78,bet
216,2/17/2025,Cinnamon Buns Sticky,200,$407.13,$39.68,arnold
217,2/22/2025,Pepper - Cayenne,124,$345.80,$40.95,bet
218,2/6/2025,Wine - Cabernet Sauvignon,156,$281.41,$1.17,Sona
219,2/13/2025,Wine - Chateau Bonnet,70,$486.34,$20.32,arnold
220,2/22/2025,Rice - Aborio,114,$184.74,$6.49,arnold
221,2/24/2025,Glove - Cutting,160,$77.90,$0.48,bet
222,2/23/2025,Beer - Sleemans Cream Ale,99,$421.19,$5.03,Sona
223,2/16/2025,Cheese - Swiss,156,$377.04,$12.54,bet
224,2/14/2025,Cheese - Comtomme,35,$531.37,$48.06,bet
225,2/5/2025,"Mushroom - Oyster, Fresh",52,$102.04,$11.65,Sona
226,2/13/2025,Lamb Tenderloin Nz Fr,112,$119.32,$13.50,Sona
227,2/12/2025,Foil Wrap,64,$211.23,$19.75,arnold
228,2/10/2025,"Juice - Cranberry, 341 Ml",121,$470.00,$36.44,Sona
229,2/17/2025,Mortadella,66,$536.27,$10.05,bet
230,2/24/2025,"Beef - Rouladin, Sliced",105,$155.58,$32.99,arnold
231,2/4/2025,Apple - Fuji,67,$177.88,$18.53,Sona
232,2/16/2025,Pastrami,9,$460.18,$15.06,Sona
233,2/17/2025,Cream - 18%,153,$541.20,$9.72,arnold
234,2/22/2025,"Lemonade - Black Cherry, 591 Ml",187,$564.45,$18.29,Sona
235,2/18/2025,Mustard - Individual Pkg,33,$96.65,$39.35,arnold
236,2/15/2025,Wine - Montecillo Rioja Crianza,192,$571.57,$4.01,Sona
237,2/15/2025,Vinegar - Red Wine,11,$290.90,$19.96,bet
238,2/17/2025,Grenadillo,91,$428.71,$24.98,bet
239,2/17/2025,"Sauce - Black Current, Dry Mix",182,$225.68,$19.69,bet
240,2/22/2025,Wine - Sake,180,$558.23,$30.01,Sona
241,2/5/2025,Shrimp - Prawn,38,$317.91,$43.42,Sona
242,2/4/2025,"Turnip - White, Organic",15,$207.39,$34.63,Sona
243,2/27/2025,Cheese - Wine,192,$432.94,$43.28,bet
244,2/12/2025,Chicken - Ground,167,$182.31,$37.24,arnold
245,2/21/2025,Cheese - Le Cheve Noir,28,$570.09,$45.23,Sona
246,2/13/2025,Pasta - Angel Hair,18,$398.78,$14.98,arnold
247,2/16/2025,Sauce - Hp,52,$358.18,$35.69,arnold
248,2/18/2025,Sauce - Hp,74,$95.83,$23.67,arnold
249,2/11/2025,English Muffin,153,$594.60,$1.63,bet
250,2/4/2025,"Artichokes - Knobless, White",72,$528.35,$24.71,arnold
251,2/24/2025,Table Cloth 54x54 White,7,$174.06,$16.79,arnold
252,2/8/2025,Chips Potato Reg 43g,150,$115.92,$41.26,Sona
253,2/27/2025,Bandage - Fexible 1x3,177,$571.22,$26.41,arnold
254,2/24/2025,Beef - Salted,18,$113.95,$46.99,bet
255,2/25/2025,Tea - English Breakfast,135,$428.55,$2.18,Sona
256,2/19/2025,Kellogs Raisan Bran Bars,35,$125.48,$15.73,arnold
257,2/23/2025,Soup - Verve - Chipotle Chicken,172,$527.11,$15.74,bet
258,2/19/2025,Cheese - Mascarpone,36,$313.01,$9.99,arnold
259,2/14/2025,"Tray - Foam, Square 4 - S",143,$214.48,$10.48,arnold
260,2/19/2025,Pork - Liver,145,$166.02,$30.39,Sona
261,2/22/2025,Bagelers - Cinn / Brown,91,$413.61,$32.53,Sona
262,2/4/2025,Veal - Provimi Inside,59,$293.96,$48.15,bet
263,2/22/2025,Syrup - Pancake,69,$110.64,$31.18,bet
264,2/4/2025,Turkey Tenderloin Frozen,176,$493.59,$15.69,arnold
265,2/27/2025,Baking Powder,33,$328.06,$32.86,arnold
266,2/19/2025,"Veal - Insides, Grains",100,$192.34,$21.50,arnold
267,2/19/2025,"Wine - White, Schroder And Schyl",68,$179.22,$20.67,bet
268,2/17/2025,Coffee - Egg Nog Capuccino,190,$97.97,$11.08,bet
269,2/11/2025,Pur Value,110,$426.25,$11.33,Sona
270,2/14/2025,Pimento - Canned,39,$249.55,$8.88,Sona
271,2/13/2025,Duck - Fat,56,$247.59,$43.00,arnold
272,2/10/2025,Bagel - Plain,184,$287.35,$27.77,Sona
273,2/19/2025,Pineapple - Golden,82,$80.47,$10.93,bet
274,2/20/2025,Breakfast Quesadillas,98,$557.14,$10.33,arnold
275,2/11/2025,Fib N9 - Prague Powder,101,$568.17,$25.96,bet
276,2/13/2025,"Vermouth - Sweet, Cinzano",158,$65.76,$37.97,Sona
277,2/21/2025,"Split Peas - Yellow, Dry",113,$471.85,$10.82,arnold
278,2/11/2025,Island Oasis - Raspberry,154,$303.38,$10.78,Sona
279,2/4/2025,Calvados - Boulard,75,$571.88,$8.82,Sona
280,2/27/2025,Flour - Teff,188,$213.43,$23.33,arnold
281,2/9/2025,Honey - Lavender,145,$535.67,$0.43,Sona
282,2/7/2025,Ostrich - Fan Fillet,124,$361.20,$20.40,bet
283,2/4/2025,Wine - Two Oceans Cabernet,40,$219.77,$18.55,arnold
284,2/14/2025,Wine - Cousino Macul Antiguas,30,$294.63,$39.34,Sona
285,2/14/2025,Cucumber - English,155,$454.81,$28.71,bet
286,2/7/2025,Squid - Tubes / Tenticles 10/20,65,$131.12,$12.58,Sona
287,2/25/2025,Cake Sheet Combo Party Pack,27,$313.80,$0.56,Sona
288,2/4/2025,Guava,38,$178.70,$7.34,Sona
289,2/14/2025,Cheese - Grie Des Champ,112,$286.80,$47.87,Sona
290,2/22/2025,Pork Salted Bellies,146,$287.36,$35.39,bet
291,2/16/2025,Lettuce - Escarole,49,$144.92,$8.41,arnold
292,2/8/2025,"Soup - Knorr, Chicken Noodle",78,$366.98,$7.80,Sona
293,2/7/2025,Wine - Gewurztraminer Pierre,64,$112.40,$16.35,Sona
294,2/12/2025,Cucumber - Pickling Ontario,179,$411.56,$46.48,arnold
295,2/23/2025,Garbag Bags - Black,59,$335.36,$30.98,arnold
296,2/10/2025,Wine - Guy Sage Touraine,110,$179.29,$29.42,Sona
297,2/17/2025,Lid Coffee Cup 8oz Blk,200,$269.59,$33.05,arnold
298,2/11/2025,Soup - Base Broth Beef,74,$239.83,$5.24,Sona
299,2/26/2025,Cheese - Oka,119,$402.98,$7.77,Sona
300,2/13/2025,Trueblue - Blueberry,195,$595.31,$13.94,Sona
301,2/21/2025,Dooleys Toffee,16,$128.72,$3.11,Sona
302,2/14/2025,"Crab - Blue, Frozen",69,$192.80,$7.56,Sona
303,2/24/2025,Wine - Pinot Noir Stoneleigh,153,$226.53,$46.83,bet
304,2/26/2025,Cut Wakame - Hanawakaba,119,$462.00,$17.02,Sona
305,2/13/2025,Spinach - Baby,28,$273.36,$6.97,arnold
306,2/8/2025,Coffee Beans - Chocolate,128,$246.47,$22.96,arnold
307,2/17/2025,Foil Cont Round,19,$510.58,$24.89,bet
308,2/23/2025,"Cheese - Woolwich Goat, Log",61,$145.20,$20.23,bet
309,2/8/2025,Clam Nectar,111,$530.45,$48.43,bet
310,2/16/2025,Cheese - Comtomme,181,$123.17,$33.64,arnold
311,2/8/2025,"Hickory Smoke, Liquid",16,$121.88,$39.62,arnold
312,2/10/2025,Oyster - In Shell,43,$51.99,$26.42,Sona
313,2/17/2025,Tomatoes - Roma,108,$588.71,$21.15,arnold
314,2/19/2025,Sprouts - Brussel,42,$546.36,$19.49,Sona
315,2/19/2025,Melon - Cantaloupe,82,$132.38,$11.79,bet
316,2/25/2025,Crush - Cream Soda,173,$558.18,$17.86,arnold
317,2/10/2025,Evaporated Milk - Skim,52,$88.23,$46.26,bet
318,2/15/2025,Basil - Seedlings Cookstown,146,$264.35,$9.36,Sona
319,2/25/2025,Venison - Racks Frenched,50,$67.52,$44.26,arnold
320,2/22/2025,Beef - Eye Of Round,199,$434.68,$48.81,bet
321,2/27/2025,Miso - Soy Bean Paste,198,$315.40,$25.31,Sona
322,2/14/2025,Ecolab Crystal Fusion,12,$311.61,$2.29,Sona
323,2/25/2025,Flour - Fast / Rapid,91,$186.25,$36.84,bet
324,2/23/2025,Rabbit - Frozen,113,$390.02,$20.62,Sona
325,2/5/2025,Magnotta - Bel Paese White,140,$64.36,$25.41,Sona
326,2/21/2025,Pasta - Orecchiette,133,$203.02,$30.06,bet
327,2/22/2025,Sugar - Palm,102,$245.36,$40.16,Sona
328,2/17/2025,"Sauce - Black Current, Dry Mix",28,$541.66,$3.47,bet
329,2/9/2025,Creme De Cacao Mcguines,20,$226.18,$30.38,bet
330,2/10/2025,Lobster - Tail 6 Oz,49,$483.77,$33.29,bet
331,2/16/2025,Rice - 7 Grain Blend,111,$345.39,$1.85,bet
332,2/11/2025,Soup - Cream Of Broccoli,150,$418.71,$19.57,Sona
333,2/14/2025,"Pepper - Chillies, Crushed",122,$310.70,$16.55,arnold
334,2/11/2025,Pastry - Key Limepoppy Seed Tea,162,$77.30,$38.99,bet
335,2/6/2025,Turkey Tenderloin Frozen,72,$405.82,$19.20,arnold
336,2/7/2025,Tea - Herbal Orange Spice,75,$368.37,$3.09,bet
337,2/20/2025,"Artichoke - Bottom, Canned",117,$295.45,$25.97,arnold
338,2/22/2025,Blackberries,165,$208.09,$31.22,bet
339,2/27/2025,Chicken - Wieners,74,$501.06,$38.69,Sona
340,2/4/2025,"Sauce - Apple, Unsweetened",30,$57.12,$40.96,Sona
341,2/25/2025,Canadian Emmenthal,100,$361.77,$38.38,bet
342,2/24/2025,Numi - Assorted Teas,19,$459.16,$30.17,bet
343,2/22/2025,Gelatine Leaves - Bulk,190,$246.92,$28.89,Sona
344,2/10/2025,Lamb - Whole Head Off,43,$68.67,$45.44,arnold
345,2/10/2025,Ecolab - Hobart Upr Prewash Arm,29,$69.16,$31.79,Sona
346,2/7/2025,Pepper - Red Bell,164,$281.15,$15.73,arnold
347,2/16/2025,Veal - Ground,2,$492.41,$11.50,arnold
348,2/15/2025,Cinnamon - Stick,19,$122.97,$27.28,arnold
349,2/22/2025,Bread - Onion Focaccia,158,$78.15,$15.10,bet
350,2/21/2025,Dome Lid Clear P92008h,40,$323.13,$19.27,arnold
351,2/24/2025,Chocolate - Unsweetened,6,$449.33,$10.06,arnold
352,2/9/2025,Cake - Dulce De Leche,156,$539.07,$1.16,bet
353,2/23/2025,Chips - Potato Jalapeno,179,$372.58,$9.20,arnold
354,2/7/2025,Scallops - U - 10,141,$131.76,$26.34,bet
355,2/20/2025,Long Island Ice Tea,196,$194.18,$39.12,arnold
356,2/27/2025,"Yogurt - Banana, 175 Gr",147,$116.64,$13.89,bet
357,2/25/2025,Chervil - Fresh,80,$563.36,$6.80,bet
358,2/5/2025,Coffee - Flavoured,72,$379.02,$43.24,arnold
359,2/9/2025,"Beans - Navy, Dry",149,$156.71,$30.93,bet
360,2/18/2025,"Doilies - 8, Paper",38,$389.45,$37.24,arnold
361,2/21/2025,Glass Clear 7 Oz Xl,183,$407.86,$9.86,bet
362,2/14/2025,"Syrup - Golden, Lyles",105,$459.07,$29.35,arnold
363,2/19/2025,"Asparagus - White, Canned",107,$425.55,$25.04,arnold
364,2/12/2025,Oil - Olive,79,$523.31,$28.93,arnold
365,2/20/2025,"Salmon - Atlantic, Skin On",89,$491.52,$39.69,bet
366,2/22/2025,Longos - Assorted Sandwich,177,$575.06,$27.00,arnold
367,2/13/2025,Wine - Two Oceans Cabernet,199,$159.57,$21.73,Sona
368,2/12/2025,Cheese - Perron Cheddar,162,$509.48,$41.53,Sona
369,2/8/2025,Scampi Tail,46,$346.39,$3.08,Sona
370,2/13/2025,Milk - Condensed,142,$554.73,$12.97,Sona
371,2/13/2025,Pear - Packum,73,$126.25,$38.50,bet
372,2/12/2025,"Vermacelli - Sprinkles, Assorted",112,$489.27,$10.09,arnold
